Haushaltsjahr;Haushaltsstufe 0;Fachgruppe;katkey;EXEMPLARANZ;PREIS;Bestellpreis
;;;1950148;1,00;13,00;15,00
;;;1950249;1,00;14,00;17,00
;;;1951441;1,00;14,00;16,00
;;;1953267;2,00;24,00;26,00
;;;1953271;1,00;14,00;16,00
;;;1953994;2,00;27,00;32,00
;;;1954011;1,00;14,00;16,00
;;;1954012;1,00;12,00;13,00
;;;1954030;1,00;23,00;29,00
;;;1954031;1,00;28,00;31,00
;;;1954032;1,00;12,00;13,00
;;;1954256;1,00;12,00;13,00
;;;1954258;1,00;13,00;15,00
;;;1954385;1,00;13,00;15,00
;;;1958372;1,00;13,00;16,00
;;;1959814;1,00;12,00;13,00
;;;1960241;1,00;13,00;13,00
;;;1964310;1,00;17,00;20,00
;;;1964334;1,00;13,00;15,00
;;;1965158;1,00;13,00;16,00
;;;1965166;1,00;17,00;20,00
;;;1965208;1,00;13,00;16,00
;;;1965747;1,00;12,00;15,00
;;;1965992;1,00;14,00;17,00
;;;1966011;1,00;11,00;13,00
;;;1966013;1,00;20,00;24,00
;;;1966024;1,00;15,00;18,00
;;;1966112;1,00;12,00;14,00
;;;1966732;1,00;9,00;11,00
;;;1967137;1,00;16,00;19,00
;;;1967329;1,00;10,00;12,00
;;;1967330;1,00;12,00;15,00
;;;1967372;1,00;12,00;15,00
;;;1968372;1,00;14,00;17,00
;;;1968684;1,00;35,00;40,00
;;;1968719;1,00;15,00;18,00
;;;1968724;1,00;17,00;20,00
;;;1968729;1,00;15,00;18,00
;;;1971464;1,00;13,00;16,00
;;;1971507;1,00;15,00;18,00
;;;1971509;1,00;12,00;14,00
;;;1972145;1,00;31,00;37,00
;;;1972147;1,00;12,00;15,00
;;;1972450;1,00;13,00;16,00
;;;1972824;1,00;15,00;18,00
;;;1972883;1,00;17,00;20,00
;;;1972884;1,00;12,00;15,00
;;;1972889;1,00;13,00;16,00
;;;1973365;1,00;12,00;15,00
;;;1973377;1,00;15,00;18,00
;;;1973378;1,00;12,00;15,00
;;;1973379;1,00;12,00;15,00
;;"0017 eMedium";1927493;1,00;40,00;45,00
;;;1927495;1,00;40,00;45,00
;;;1927498;1,00;41,00;45,00
;;;1927500;1,00;40,00;45,00
;;;1936518;1,00;15,00;17,00
;;;1942113;1,00;15,00;17,00
;;;1947063;1,00;14,00;15,00
;;;1947065;1,00;14,00;15,00
;;;1947069;1,00;15,00;17,00
;;;1947137;1,00;50,00;60,00
;;;1947139;1,00;36,00;40,00
;;;1947414;1,00;14,00;15,00
;;;1948290;1,00;41,00;50,00
;;;1948810;1,00;15,00;17,00
;;;1949264;1,00;14,00;15,00
;;;1951107;1,00;37,00;44,00
;;;1953279;1,00;49,00;55,00
;;;1954500;1,00;15,00;17,00
;;;1954505;1,00;15,00;17,00
;;;1954908;1,00;15,00;17,00
;;;1960268;1,00;14,00;15,00
;;;1962064;1,00;49,00;55,00
;;;1962329;1,00;14,00;15,00
;;;1964119;1,00;49,00;55,00
;;;1964312;1,00;14,00;15,00
;;;1964314;1,00;14,00;15,00
;;;1964315;1,00;14,00;15,00
;;;1965780;1,00;14,00;15,00
;;;1966704;1,00;14,00;15,00
;;;1966706;1,00;14,00;15,00
;;;1966710;1,00;14,00;15,00
;;;1967338;1,00;44,00;53,00
;;;1967360;1,00;50,00;60,00
;;;1968374;1,00;13,00;15,00
;;;1968377;1,00;37,00;44,00
;;;1968386;1,00;46,00;55,00
;;;1968396;1,00;13,00;15,00
;;;1968397;1,00;13,00;15,00
;;;1971446;1,00;29,00;35,00
;;;1971566;1,00;13,00;15,00
;;;1971571;1,00;13,00;15,00
;;;1972760;1,00;13,00;15,00
;;;1972772;1,00;13,00;15,00
;;;1973364;1,00;29,00;35,00
;;"0025 X";1682132;2,00;"0,00";"0,00"
;;;1965594;2,00;116,00;145,00
;70 Bibliothek Mockau;"0001 Bücher";1395601;1,00;"0,00";"0,00"
;;;1456638;1,00;14,00;16,00
;;;1476351;1,00;"0,00";"0,00"
;;;1490058;1,00;"0,00";"0,00"
;;;1549067;1,00;"0,00";"0,00"
;;;1597111;1,00;"0,00";"0,00"
;;;1614715;1,00;11,00;12,00
;;;1618738;1,00;"0,00";"0,00"
;;;1619510;1,00;12,00;13,00
;;;1644643;1,00;"0,00";"0,00"
;;;1645602;1,00;14,00;15,00
;;;1664221;1,00;15,00;17,00
;;;1729624;1,00;14,00;15,00
;;;1738599;1,00;"0,00";"0,00"
;;;1741001;1,00;"0,00";"0,00"
;;;1755429;1,00;15,00;17,00
;;;1757659;1,00;"0,00";"0,00"
;;;1794520;1,00;9,00;10,00
;;;1806153;1,00;18,00;20,00
;;;1807857;1,00;11,00;12,00
;;;1810302;1,00;14,00;15,00
;;;1831045;1,00;"0,00";"0,00"
;;;1852329;1,00;13,00;15,00
;;;1857211;1,00;"0,00";"0,00"
;;;1862507;1,00;15,00;15,00
;;;1868813;1,00;14,00;15,00
;;;1869357;1,00;11,00;11,00
;;;1884532;1,00;9,00;10,00
;;;1884534;1,00;9,00;10,00
;;;1884536;1,00;9,00;10,00
;;;1884537;1,00;9,00;10,00
;;;1884538;1,00;9,00;10,00
;;;1886698;1,00;12,00;13,00
;;;1889805;1,00;14,00;15,00
;;;1891018;1,00;13,00;14,00
;;;1892248;1,00;9,00;10,00
;;;1895428;1,00;14,00;15,00
;;;1903718;1,00;9,00;10,00
;;;1907737;1,00;10,00;10,00
;;;1907933;1,00;"0,00";"0,00"
;;;1908127;1,00;11,00;12,00
;;;1910307;1,00;14,00;15,00
;;;1910685;1,00;9,00;10,00
;;;1910753;1,00;14,00;15,00
;;;1912151;1,00;"0,00";"0,00"
;;;1912709;1,00;14,00;16,00
;;;1913527;1,00;11,00;12,00
;;;1913604;1,00;13,00;15,00
;;;1914868;1,00;13,00;15,00
;;;1915819;1,00;18,00;20,00
;;;1915912;1,00;14,00;16,00
;;;1917247;1,00;16,00;18,00
;;;1917683;1,00;14,00;16,00
;;;1918286;1,00;9,00;10,00
;;;1918374;1,00;14,00;15,00
;;;1919145;1,00;"0,00";"0,00"
;;;1919780;1,00;14,00;16,00
;;;1923383;1,00;20,00;22,00
;;;1923992;1,00;14,00;16,00
;;;1924320;1,00;14,00;15,00
;;;1924322;1,00;12,00;12,00
;;;1924357;1,00;11,00;12,00
;;;1924847;1,00;14,00;16,00
;;;1925196;1,00;14,00;16,00
;;;1925209;1,00;13,00;15,00
;;;1925211;1,00;18,00;20,00
;;;1925219;1,00;11,00;12,00
;;;1925295;1,00;8,00;9,00
;;;1925296;1,00;8,00;9,00
;;;1926451;1,00;13,00;15,00
;;;1926605;1,00;"0,00";"0,00"
;;;1928368;1,00;14,00;16,00
;;;1929075;1,00;14,00;16,00
;;;1929114;1,00;12,00;13,00
;;;1929120;1,00;11,00;12,00
;;;1930063;1,00;13,00;14,00
;;;1930617;1,00;14,00;16,00
;;;1930706;2,00;46,00;44,00
;;;1930708;1,00;14,00;16,00
;;;1930711;1,00;15,00;17,00
;;;1930713;1,00;23,00;25,00
;;;1931111;1,00;8,00;9,00
;;;1931195;1,00;14,00;15,00
;;;1931319;1,00;"0,00";"0,00"
;;;1931320;1,00;"0,00";"0,00"
;;;1931331;1,00;"0,00";"0,00"
;;;1931368;1,00;14,00;15,00
;;;1931671;1,00;8,00;9,00
;;;1931714;1,00;16,00;18,00
;;;1931813;1,00;20,00;22,00
;;;1931822;1,00;15,00;17,00
;;;1931918;1,00;"0,00";"0,00"
;;;1931944;1,00;13,00;14,00
;;;1931962;2,00;18,00;20,00
;;;1932099;1,00;11,00;12,00
;;;1932101;1,00;11,00;12,00
;;;1932119;1,00;14,00;15,00
;;;1932652;1,00;14,00;15,00
;;;1934036;1,00;12,00;13,00
;;;1934194;1,00;23,00;26,00
;;;1935021;1,00;20,00;22,00
;;;1935466;1,00;22,00;24,00
;;;1935477;1,00;16,00;18,00
;;;1935537;1,00;22,00;24,00
;;;1935767;1,00;12,00;13,00
;;;1936045;1,00;13,00;14,00
;;;1936237;1,00;22,00;24,00
;;;1936238;1,00;14,00;15,00
;;;1936243;1,00;21,00;23,00
;;;1936245;1,00;21,00;22,00
;;;1936250;1,00;20,00;22,00
;;;1936252;1,00;14,00;11,00
;;;1936290;1,00;16,00;18,00
;;;1936367;1,00;14,00;16,00
;;;1936605;1,00;7,00;8,00
;;;1936907;1,00;11,00;12,00
;;;1937240;1,00;15,00;16,00
;;;1937241;1,00;23,00;24,00
;;;1937242;1,00;15,00;16,00
;;;1937249;1,00;12,00;13,00
;;;1937250;1,00;15,00;17,00
;;;1937278;1,00;11,00;12,00
;;;1937414;1,00;20,00;22,00
;;;1937716;1,00;18,00;20,00
;;;1937731;1,00;12,00;13,00
;;;1937768;1,00;"0,00";"0,00"
;;;1938272;1,00;13,00;14,00
;;;1938831;1,00;15,00;16,00
;;;1940229;1,00;22,00;24,00
;;;1940262;1,00;7,00;8,00
;;;1940306;1,00;10,00;11,00
;;;1940309;1,00;11,00;12,00
;;;1940427;1,00;15,00;16,00
;;;1940446;1,00;12,00;13,00
;;;1940514;1,00;15,00;17,00
;;;1940528;1,00;22,00;24,00
;;;1940714;1,00;14,00;16,00
;;;1940715;1,00;12,00;13,00
;;;1940763;1,00;12,00;13,00
;;;1940764;1,00;11,00;12,00
;;;1940768;1,00;16,00;18,00
;;;1940877;1,00;14,00;15,00
;;;1942048;1,00;11,00;12,00
;;;1942063;1,00;12,00;13,00
;;;1942073;1,00;18,00;20,00
;;;1942084;1,00;22,00;25,00
;;;1942090;1,00;11,00;12,00
;;;1942097;1,00;12,00;13,00
;;;1942100;1,00;16,00;18,00
;;;1942103;1,00;11,00;12,00
;;;1942106;1,00;14,00;16,00
;;;1942107;1,00;14,00;16,00
;;;1942118;1,00;14,00;15,00
;;;1942121;1,00;14,00;15,00
;;;1942123;1,00;12,00;13,00
;;;1942124;1,00;15,00;17,00
;;;1942126;1,00;15,00;17,00
;;;1942127;1,00;11,00;12,00
;;;1942130;1,00;14,00;16,00
;;;1942135;1,00;11,00;12,00
;;;1942136;1,00;15,00;17,00
;;;1942137;1,00;12,00;12,00
;;;1942139;1,00;10,00;10,00
;;;1942140;1,00;13,00;14,00
;;;1942141;1,00;15,00;15,00
;;;1942142;1,00;14,00;15,00
;;;1942144;1,00;14,00;16,00
;;;1942146;1,00;11,00;12,00
;;;1942151;1,00;14,00;16,00
;;;1942153;1,00;15,00;17,00
;;;1942176;1,00;11,00;12,00
;;;1942185;1,00;6,00;7,00
;;;1942194;1,00;7,00;8,00
;;;1942201;1,00;14,00;14,00
;;;1942204;1,00;13,00;14,00
;;;1942294;1,00;23,00;24,00
;;;1942334;1,00;11,00;12,00
;;;1942378;1,00;13,00;14,00
;;;1942383;1,00;13,00;14,00
;;;1942644;1,00;12,00;12,00
;;;1942662;1,00;"0,00";"0,00"
;;;1942668;1,00;13,00;13,00
;;;1942673;1,00;15,00;15,00
;;;1942677;1,00;26,00;28,00
;;;1942692;1,00;7,00;8,00
;;;1942693;1,00;14,00;15,00
;;;1942695;1,00;14,00;16,00
;;;1942706;1,00;13,00;15,00
;;;1942712;1,00;14,00;14,00
;;;1942719;1,00;13,00;15,00
;;;1942726;1,00;11,00;12,00
;;;1942741;1,00;5,00;6,00
;;;1942745;1,00;5,00;6,00
;;;1942746;1,00;9,00;10,00
;;;1942747;1,00;9,00;10,00
;;;1942749;1,00;5,00;6,00
;;;1942753;1,00;14,00;14,00
;;;1942754;1,00;5,00;6,00
;;;1942759;1,00;15,00;15,00
;;;1942762;1,00;9,00;10,00
;;;1942763;1,00;13,00;13,00
;;;1942772;1,00;12,00;12,00
;;;1942773;1,00;9,00;10,00
;;;1942776;1,00;15,00;15,00
;;;1942778;1,00;12,00;12,00
;;;1942781;1,00;9,00;10,00
;;;1942790;1,00;14,00;16,00
;;;1942793;1,00;14,00;16,00
;;;1942808;1,00;16,00;16,00
;;;1942811;1,00;15,00;15,00
;;;1942819;1,00;16,00;16,00
;;;1942827;1,00;14,00;16,00
;;;1942881;1,00;17,00;18,00
;;;1942913;1,00;11,00;12,00
;;;1942915;1,00;13,00;14,00
;;;1942922;1,00;15,00;17,00
;;;1942944;1,00;7,00;8,00
;;;1942972;1,00;15,00;17,00
;;;1942973;1,00;15,00;17,00
;;;1942985;1,00;12,00;13,00
;;;1942992;1,00;14,00;15,00
;;;1942994;1,00;15,00;17,00
;;;1942997;1,00;16,00;18,00
;;;1943000;1,00;17,00;18,00
;;;1943002;1,00;15,00;15,00
;;;1943010;1,00;16,00;17,00
;;;1943024;1,00;22,00;24,00
;;;1943045;1,00;16,00;16,00
;;;1943077;1,00;"0,00";"0,00"
;;;1943090;1,00;13,00;14,00
;;;1943153;1,00;16,00;18,00
;;;1943501;1,00;18,00;20,00
;;;1943516;1,00;10,00;10,00
;;;1943517;1,00;10,00;10,00
;;;1943521;1,00;10,00;10,00
;;;1943566;1,00;9,00;10,00
;;;1943568;1,00;11,00;12,00
;;;1943571;1,00;"0,00";"0,00"
;;;1943572;1,00;8,00;9,00
;;;1943573;1,00;"0,00";"0,00"
;;;1943692;1,00;16,00;17,00
;;;1943694;1,00;25,00;26,00
;;;1943700;1,00;21,00;23,00
;;;1943744;1,00;6,00;7,00
;;;1943746;1,00;14,00;16,00
;;;1943861;1,00;7,00;8,00
;;;1943948;1,00;15,00;15,00
;;;1943970;1,00;25,00;26,00
;;;1943986;1,00;14,00;16,00
;;;1943987;1,00;15,00;17,00
;;;1943988;1,00;12,00;12,00
;;;1943989;1,00;12,00;12,00
;;;1944054;1,00;"0,00";"0,00"
;;;1944055;1,00;12,00;12,00
;;;1944059;1,00;11,00;12,00
;;;1944063;1,00;14,00;15,00
;;;1944081;1,00;18,00;20,00
;;;1944083;1,00;20,00;22,00
;;;1944097;1,00;"0,00";"0,00"
;;;1944121;1,00;13,00;15,00
;;;1944127;1,00;13,00;14,00
;;;1944129;1,00;14,00;16,00
;;;1944170;1,00;15,00;15,00
;;;1944183;1,00;7,00;8,00
;;;1944184;1,00;7,00;8,00
;;;1944226;1,00;18,00;20,00
;;;1944237;1,00;11,00;12,00
;;;1944238;1,00;12,00;12,00
;;;1944240;1,00;11,00;12,00
;;;1944242;1,00;11,00;12,00
;;;1944247;1,00;14,00;15,00
;;;1944248;1,00;12,00;13,00
;;;1944250;1,00;13,00;14,00
;;;1944251;1,00;12,00;13,00
;;;1944254;1,00;13,00;14,00
;;;1944266;1,00;14,00;16,00
;;;1944275;1,00;12,00;13,00
;;;1944317;1,00;22,00;24,00
;;;1944320;1,00;18,00;20,00
;;;1944321;1,00;17,00;19,00
;;;1944343;1,00;16,00;18,00
;;;1944366;1,00;15,00;15,00
;;;1944885;1,00;15,00;17,00
;;;1944990;1,00;14,00;16,00
;;;1945025;1,00;15,00;16,00
;;;1945191;1,00;16,00;18,00
;;;1945195;1,00;12,00;13,00
;;;1945205;1,00;16,00;17,00
;;;1945206;1,00;16,00;17,00
;;;1945233;1,00;13,00;14,00
;;;1945256;1,00;14,00;16,00
;;;1945260;1,00;12,00;13,00
;;;1945271;1,00;14,00;16,00
;;;1945273;1,00;18,00;20,00
;;;1945298;1,00;11,00;12,00
;;;1945305;1,00;12,00;13,00
;;;1945337;1,00;"0,00";"0,00"
;;;1945354;1,00;13,00;15,00
;;;1945393;1,00;"0,00";"0,00"
;;;1945400;1,00;14,00;16,00
;;;1945401;1,00;21,00;22,00
;;;1945403;1,00;12,00;13,00
;;;1945454;1,00;15,00;17,00
;;;1945458;1,00;15,00;17,00
;;;1945470;1,00;13,00;14,00
;;;1945471;1,00;14,00;16,00
;;;1945491;1,00;14,00;16,00
;;;1945494;1,00;15,00;17,00
;;;1945497;1,00;15,00;17,00
;;;1945504;1,00;14,00;16,00
;;;1945523;1,00;16,00;18,00
;;;1945525;1,00;20,00;22,00
;;;1945747;1,00;16,00;18,00
;;;1945829;1,00;14,00;15,00
;;;1945847;1,00;12,00;13,00
;;;1945905;1,00;16,00;17,00
;;;1945906;1,00;16,00;16,00
;;;1945908;1,00;17,00;18,00
;;;1945910;1,00;14,00;15,00
;;;1945912;1,00;14,00;16,00
;;;1946044;1,00;15,00;17,00
;;;1946056;1,00;16,00;18,00
;;;1946106;1,00;14,00;15,00
;;;1946109;1,00;16,00;18,00
;;;1946123;1,00;14,00;16,00
;;;1946124;1,00;13,00;14,00
;;;1946138;1,00;13,00;14,00
;;;1946140;1,00;14,00;15,00
;;;1946211;1,00;13,00;14,00
;;;1946219;1,00;20,00;22,00
;;;1946224;1,00;12,00;13,00
;;;1946230;1,00;20,00;22,00
;;;1946232;1,00;14,00;16,00
;;;1946239;1,00;12,00;13,00
;;;1946242;1,00;12,00;13,00
;;;1946243;1,00;12,00;13,00
;;;1946246;1,00;16,00;18,00
;;;1946248;1,00;16,00;18,00
;;;1946252;1,00;12,00;13,00
;;;1946253;1,00;15,00;16,00
;;;1946258;1,00;15,00;17,00
;;;1946261;1,00;15,00;17,00
;;;1946264;1,00;16,00;18,00
;;;1946267;1,00;12,00;13,00
;;;1946269;1,00;12,00;13,00
;;;1946271;1,00;16,00;18,00
;;;1946278;1,00;16,00;18,00
;;;1946282;1,00;25,00;26,00
;;;1946284;1,00;15,00;16,00
;;;1946285;1,00;12,00;13,00
;;;1946286;1,00;25,00;26,00
;;;1946292;1,00;16,00;18,00
;;;1946309;1,00;21,00;22,00
;;;1946311;1,00;18,00;20,00
;;;1946318;1,00;12,00;13,00
;;;1946320;1,00;23,00;24,00
;;;1946329;1,00;14,00;16,00
;;;1946331;1,00;15,00;17,00
;;;1946333;1,00;15,00;17,00
;;;1946334;1,00;11,00;12,00
;;;1946341;1,00;15,00;16,00
;;;1946346;1,00;22,00;24,00
;;;1946446;1,00;"0,00";"0,00"
;;;1946448;1,00;21,00;22,00
;;;1946456;1,00;9,00;10,00
;;;1946459;1,00;21,00;23,00
;;;1946512;1,00;15,00;17,00
;;;1946560;1,00;11,00;12,00
;;;1946568;1,00;14,00;16,00
;;;1946676;1,00;11,00;12,00
;;;1946873;1,00;16,00;16,00
;;;1946880;1,00;14,00;16,00
;;;1946883;1,00;14,00;16,00
;;;1946888;1,00;13,00;13,00
;;;1946889;1,00;17,00;18,00
;;;1946900;1,00;13,00;13,00
;;;1946950;1,00;7,00;8,00
;;;1946959;1,00;12,00;13,00
;;;1946977;1,00;"0,00";"0,00"
;;;1946983;1,00;15,00;15,00
;;;1946990;1,00;15,00;17,00
;;;1946997;1,00;15,00;15,00
;;;1947005;1,00;15,00;15,00
;;;1947008;1,00;12,00;13,00
;;;1947039;1,00;16,00;17,00
;;;1947073;1,00;23,00;25,00
;;;1947076;1,00;10,00;10,00
;;;1947088;1,00;"0,00";"0,00"
;;;1947095;1,00;15,00;15,00
;;;1947141;1,00;15,00;17,00
;;;1947146;1,00;15,00;17,00
;;;1947150;1,00;14,00;15,00
;;;1947154;1,00;13,00;14,00
;;;1947155;1,00;15,00;15,00
;;;1947158;1,00;14,00;16,00
;;;1947161;1,00;15,00;17,00
;;;1947193;1,00;11,00;12,00
;;;1947308;1,00;14,00;16,00
;;;1947390;1,00;12,00;13,00
;;;1947423;1,00;15,00;15,00
;;;1947425;1,00;"0,00";"0,00"
;;;1947431;1,00;12,00;13,00
;;;1947434;1,00;13,00;14,00
;;;1947436;1,00;14,00;15,00
;;;1947437;1,00;16,00;16,00
;;;1947440;1,00;12,00;13,00
;;;1947461;1,00;16,00;18,00
;;;1947501;1,00;20,00;22,00
;;;1947621;1,00;11,00;12,00
;;;1947622;1,00;16,00;18,00
;;;1947639;1,00;18,00;20,00
;;;1947668;1,00;18,00;20,00
;;;1947675;1,00;16,00;18,00
;;;1947700;1,00;14,00;16,00
;;;1947722;1,00;12,00;13,00
;;;1947729;1,00;14,00;15,00
;;;1947734;1,00;6,00;7,00
;;;1947736;1,00;6,00;7,00
;;;1947738;1,00;6,00;7,00
;;;1947774;1,00;9,00;10,00
;;;1947803;1,00;"0,00";"0,00"
;;;1947922;1,00;"0,00";"0,00"
;;;1947984;1,00;14,00;16,00
;;;1948102;1,00;8,00;9,00
;;;1948156;1,00;8,00;9,00
;;;1948164;1,00;11,00;12,00
;;;1948165;1,00;11,00;12,00
;;;1948166;1,00;8,00;9,00
;;;1948168;1,00;8,00;9,00
;;;1948179;1,00;8,00;9,00
;;;1948182;1,00;11,00;12,00
;;;1948183;1,00;11,00;12,00
;;;1948186;1,00;14,00;15,00
;;;1948187;1,00;14,00;15,00
;;;1948188;1,00;11,00;12,00
;;;1948201;1,00;12,00;13,00
;;;1948222;1,00;11,00;11,00
;;;1948227;1,00;11,00;12,00
;;;1948238;1,00;9,00;10,00
;;;1948239;1,00;13,00;16,00
;;;1948246;1,00;11,00;12,00
;;;1948248;1,00;12,00;13,00
;;;1948254;1,00;9,00;10,00
;;;1948271;1,00;9,00;10,00
;;;1948276;1,00;9,00;10,00
;;;1948278;1,00;13,00;14,00
;;;1948280;1,00;12,00;13,00
;;;1948281;1,00;"0,00";"0,00"
;;;1948286;1,00;11,00;12,00
;;;1948296;1,00;9,00;10,00
;;;1948307;1,00;11,00;12,00
;;;1948311;1,00;12,00;13,00
;;;1948330;1,00;11,00;12,00
;;;1948356;1,00;11,00;12,00
;;;1948359;1,00;13,00;14,00
;;;1948362;1,00;9,00;10,00
;;;1948366;1,00;12,00;13,00
;;;1948372;1,00;14,00;14,00
;;;1948406;1,00;13,00;13,00
;;;1948407;1,00;14,00;15,00
;;;1948408;1,00;19,00;20,00
;;;1948430;1,00;22,00;25,00
;;;1948509;1,00;12,00;13,00
;;;1948510;1,00;13,00;14,00
;;;1948511;1,00;13,00;14,00
;;;1948512;1,00;11,00;12,00
;;;1948513;1,00;15,00;16,00
;;;1948517;1,00;12,00;13,00
;;;1948518;1,00;14,00;16,00
;;;1948520;1,00;14,00;16,00
;;;1948521;1,00;11,00;12,00
;;;1948523;1,00;7,00;8,00
;;;1948528;1,00;9,00;10,00
;;;1948536;1,00;12,00;12,00
;;;1948537;1,00;11,00;12,00
;;;1948538;1,00;12,00;13,00
;;;1948539;1,00;16,00;18,00
;;;1948540;1,00;13,00;14,00
;;;1948542;1,00;12,00;13,00
;;;1948570;1,00;21,00;23,00
;;;1948609;1,00;34,00;38,00
;;;1948787;1,00;11,00;12,00
;;;1949002;1,00;14,00;16,00
;;;1949006;1,00;11,00;12,00
;;;1949021;1,00;16,00;16,00
;;;1949022;1,00;15,00;15,00
;;;1949023;1,00;15,00;15,00
;;;1949027;1,00;17,00;18,00
;;;1949063;1,00;16,00;17,00
;;;1949104;1,00;12,00;13,00
;;;1949135;1,00;21,00;22,00
;;;1949170;1,00;12,00;12,00
;;;1949184;1,00;18,00;20,00
;;;1949238;1,00;14,00;16,00
;;;1949250;1,00;22,00;23,00
;;;1949253;1,00;12,00;13,00
;;;1949287;1,00;21,00;22,00
;;;1949293;1,00;15,00;17,00
;;;1949396;1,00;15,00;17,00
;;;1949470;1,00;7,00;8,00
;;;1949471;1,00;10,00;11,00
;;;1949472;1,00;11,00;12,00
;;;1949645;1,00;18,00;20,00
;;;1949722;1,00;14,00;16,00
;;;1949733;1,00;15,00;17,00
;;;1949736;1,00;22,00;25,00
;;;1949737;1,00;9,00;10,00
;;;1949743;1,00;21,00;22,00
;;;1949748;1,00;25,00;26,00
;;;1949751;1,00;23,00;24,00
;;;1949954;1,00;7,00;8,00
;;;1949958;1,00;16,00;18,00
;;;1950063;1,00;14,00;16,00
;;;1950137;1,00;14,00;14,00
;;;1950138;1,00;15,00;15,00
;;;1950145;1,00;19,00;20,00
;;;1950160;1,00;15,00;15,00
;;;1950275;1,00;16,00;18,00
;;;1950278;1,00;12,00;13,00
;;;1950299;1,00;15,00;15,00
;;;1950312;1,00;16,00;16,00
;;;1950321;1,00;13,00;13,00
;;;1950337;1,00;6,00;7,00
;;;1950338;1,00;14,00;16,00
;;;1950417;1,00;"0,00";"0,00"
;;;1950419;1,00;"0,00";"0,00"
;;;1950426;1,00;23,00;24,00
;;;1950460;1,00;"0,00";"0,00"
;;;1950465;1,00;"0,00";"0,00"
;;;1950469;1,00;"0,00";"0,00"
;;;1950728;1,00;12,00;13,00
;;;1950829;1,00;"0,00";"0,00"
;;;1950831;1,00;"0,00";"0,00"
;;;1950836;1,00;"0,00";"0,00"
;;;1950837;1,00;"0,00";"0,00"
;;;1950842;1,00;"0,00";"0,00"
;;;1950848;1,00;"0,00";"0,00"
;;;1950859;1,00;21,00;22,00
;;;1950869;1,00;15,00;17,00
;;;1950872;1,00;15,00;17,00
;;;1950880;1,00;16,00;18,00
;;;1950901;1,00;"0,00";"0,00"
;;;1950905;1,00;"0,00";"0,00"
;;;1950939;1,00;"0,00";"0,00"
;;;1950940;1,00;"0,00";"0,00"
;;;1950981;1,00;15,00;17,00
;;;1950985;1,00;"0,00";"0,00"
;;;1951002;1,00;12,00;13,00
;;;1951033;1,00;16,00;18,00
;;;1951037;1,00;12,00;13,00
;;;1951040;1,00;11,00;12,00
;;;1951044;1,00;"0,00";"0,00"
;;;1951048;1,00;"0,00";"0,00"
;;;1951050;1,00;11,00;12,00
;;;1951051;1,00;11,00;12,00
;;;1951224;1,00;18,00;20,00
;;;1951362;1,00;14,00;15,00
;;;1951389;1,00;13,00;14,00
;;;1951430;1,00;6,00;7,00
;;;1951451;1,00;13,00;15,00
;;;1951531;1,00;12,00;13,00
;;;1951533;1,00;22,00;24,00
;;;1951544;1,00;16,00;18,00
;;;1951546;1,00;22,00;24,00
;;;1951548;1,00;20,00;22,00
;;;1951627;1,00;15,00;17,00
;;;1951629;1,00;18,00;20,00
;;;1951756;1,00;8,00;9,00
;;;1952050;1,00;14,00;15,00
;;;1952075;1,00;15,00;17,00
;;;1952139;1,00;14,00;15,00
;;;1952594;1,00;13,00;14,00
;;;1953096;1,00;22,00;24,00
;;;1953166;1,00;10,00;11,00
;;;1953202;1,00;13,00;14,00
;;;1953210;1,00;16,00;16,00
;;;1953258;1,00;21,00;23,00
;;;1953311;1,00;9,00;10,00
;;;1953314;1,00;10,00;10,00
;;;1953329;1,00;12,00;12,00
;;;1953427;1,00;12,00;13,00
;;;1953429;1,00;12,00;13,00
;;;1953431;1,00;15,00;17,00
;;;1953432;1,00;14,00;16,00
;;;1953520;1,00;"0,00";"0,00"
;;;1953730;1,00;7,00;8,00
;;;1953732;1,00;11,00;12,00
;;;1954147;1,00;19,00;21,00
;;;1954382;1,00;10,00;10,00
;;;1954391;1,00;12,00;13,00
;;;1954393;1,00;21,00;23,00
;;;1954394;1,00;11,00;12,00
;;;1954397;1,00;14,00;16,00
;;;1954398;1,00;16,00;18,00
;;;1954406;1,00;11,00;12,00
;;;1954407;1,00;15,00;17,00
;;;1954408;1,00;13,00;14,00
;;;1954409;1,00;11,00;12,00
;;;1954410;1,00;11,00;12,00
;;;1954411;1,00;11,00;12,00
;;;1954412;1,00;12,00;13,00
;;;1954413;1,00;11,00;12,00
;;;1954414;1,00;15,00;17,00
;;;1954445;1,00;13,00;14,00
;;;1954448;1,00;13,00;14,00
;;;1954643;1,00;12,00;13,00
;;;1954645;1,00;16,00;18,00
;;;1955364;1,00;19,00;20,00
;;;1955500;2,00;26,00;26,00
;;;1955763;1,00;16,00;18,00
;;;1955933;1,00;7,00;8,00
;;;1956125;1,00;15,00;15,00
;;;1956128;1,00;14,00;15,00
;;;1956208;1,00;7,00;8,00
;;;1956290;1,00;16,00;16,00
;;;1956414;1,00;16,00;18,00
;;;1956568;1,00;17,00;19,00
;;;1956713;1,00;12,00;13,00
;;;1956722;1,00;18,00;20,00
;;;1956820;1,00;15,00;15,00
;;;1957044;1,00;15,00;15,00
;;;1957045;1,00;10,00;10,00
;;;1957048;1,00;10,00;10,00
;;;1957051;1,00;13,00;13,00
;;;1957080;1,00;24,00;25,00
