Haushaltsjahr;Haushaltsstufe 0;Fachgruppe;katkey;EXEMPLARANZ;PREIS;Bestellpreis
2023;10 Verwaltungsbibliothek;"0001 Bücher";1904874;1,00;"0,00";"0,00"
;;;1914959;1,00;21,00;23,00
;;;1918019;1,00;"0,00";"0,00"
;;;1918046;1,00;"0,00";"0,00"
;;;1918047;1,00;"0,00";"0,00"
;;;1918048;1,00;"0,00";"0,00"
;;;1918049;1,00;"0,00";"0,00"
;;;1918474;1,00;"0,00";"0,00"
;;;1919514;1,00;15,00;17,00
;;;1921809;1,00;62,00;69,00
;;;1924551;1,00;38,00;42,00
;;;1924552;1,00;49,00;54,00
;;;1936095;1,00;116,00;129,00
;;;1936106;1,00;18,00;20,00
;;;1936597;1,00;44,00;49,00
;;;1936603;1,00;27,00;30,00
;;;1936643;1,00;71,00;79,00
;;;1936847;1,00;45,00;50,00
;;;1936848;1,00;16,00;18,00
;;;1937688;1,00;125,00;139,00
;;;1937689;1,00;107,00;119,00
;;"0005 Spiele";1937687;1,00;18,00;20,00
;20 Bibliothek Plagwitz;"0001 Bücher";1215218;1,00;143,00;159,00
;;;1243337;1,00;14,00;16,00
;;;1271312;1,00;"0,00";"0,00"
;;;1296771;1,00;"0,00";"0,00"
;;;1310540;1,00;6,00;7,00
;;;1342879;1,00;8,00;9,00
;;;1354542;1,00;"0,00";"0,00"
;;;1358406;1,00;"0,00";"0,00"
;;;1360190;1,00;11,00;12,00
;;;1393355;1,00;11,00;12,00
;;;1402962;1,00;11,00;12,00
;;;1403424;1,00;"0,00";"0,00"
;;;1414149;1,00;"0,00";"0,00"
;;;1426001;1,00;"0,00";"0,00"
;;;1429816;1,00;5,00;6,00
;;;1437735;1,00;15,00;17,00
;;;1446414;1,00;"0,00";"0,00"
;;;1452063;1,00;13,00;15,00
;;;1483663;1,00;12,00;13,00
;;;1485394;2,00;22,00;24,00
;;;1485422;1,00;11,00;12,00
;;;1485424;2,00;22,00;24,00
;;;1486940;1,00;6,00;7,00
;;;1493567;1,00;6,00;7,00
;;;1497504;2,00;24,00;26,00
;;;1498040;1,00;8,00;9,00
;;;1499685;1,00;13,00;15,00
;;;1507169;1,00;12,00;13,00
;;;1507266;1,00;14,00;16,00
;;;1508782;1,00;18,00;20,00
;;;1549073;1,00;13,00;15,00
;;;1549918;1,00;13,00;15,00
;;;1550715;1,00;15,00;17,00
;;;1551050;1,00;"0,00";"0,00"
;;;1551063;1,00;13,00;15,00
;;;1552877;2,00;36,00;40,00
;;;1560120;2,00;22,00;24,00
;;;1561060;1,00;14,00;16,00
;;;1562688;1,00;13,00;14,00
;;;1562769;1,00;13,00;14,00
;;;1563053;1,00;12,00;13,00
;;;1563978;1,00;12,00;13,00
;;;1566526;1,00;12,00;13,00
;;;1569017;1,00;18,00;20,00
;;;1572242;1,00;18,00;20,00
;;;1573681;2,00;11,00;12,00
;;;1574364;1,00;12,00;13,00
;;;1575826;2,00;26,00;28,00
;;;1578267;1,00;22,00;25,00
;;;1583712;1,00;12,00;13,00
;;;1585985;1,00;12,00;13,00
;;;1586314;1,00;13,00;15,00
;;;1587841;2,00;30,00;34,00
;;;1589764;1,00;"0,00";"0,00"
;;;1595241;1,00;18,00;20,00
;;;1596293;1,00;14,00;15,00
;;;1598122;1,00;15,00;17,00
;;;1598759;2,00;22,00;24,00
;;;1599059;1,00;"0,00";"0,00"
;;;1599543;1,00;11,00;12,00
;;;1600220;2,00;22,00;24,00
;;;1602481;1,00;18,00;20,00
;;;1603480;2,00;28,00;32,00
;;;1603677;1,00;12,00;13,00
;;;1604405;1,00;13,00;14,00
;;;1605561;1,00;14,00;15,00
;;;1605584;1,00;13,00;14,00
;;;1605585;4,00;56,00;56,00
;;;1606581;1,00;11,00;12,00
;;;1610109;1,00;13,00;15,00
;;;1610878;1,00;"0,00";"0,00"
;;;1612131;1,00;11,00;12,00
;;;1612132;1,00;8,00;9,00
;;;1613393;1,00;13,00;15,00
;;;1613429;2,00;26,00;28,00
;;;1614406;1,00;13,00;12,00
;;;1614746;1,00;"0,00";"0,00"
;;;1614905;1,00;13,00;14,00
;;;1616394;1,00;20,00;22,00
;;;1618738;1,00;12,00;13,00
;;;1619510;1,00;12,00;13,00
;;;1623960;1,00;14,00;16,00
;;;1629332;1,00;17,00;19,00
;;;1630904;1,00;"0,00";"0,00"
;;;1631038;1,00;7,00;8,00
;;;1631045;1,00;"0,00";"0,00"
;;;1634151;1,00;13,00;14,00
;;;1634517;1,00;"0,00";"0,00"
;;;1642864;1,00;13,00;14,00
;;;1643110;1,00;14,00;15,00
;;;1645051;1,00;11,00;12,00
;;;1645592;1,00;12,00;13,00
;;;1645698;1,00;13,00;14,00
;;;1645752;1,00;14,00;15,00
;;;1647257;1,00;13,00;15,00
;;;1647932;1,00;14,00;15,00
;;;1648627;1,00;"0,00";"0,00"
;;;1649726;1,00;11,00;12,00
;;;1650120;1,00;8,00;9,00
;;;1653054;1,00;11,00;12,00
;;;1661896;1,00;14,00;16,00
;;;1669838;1,00;16,00;18,00
;;;1670009;1,00;13,00;15,00
;;;1672197;1,00;"0,00";"0,00"
;;;1673355;1,00;"0,00";"0,00"
;;;1675149;1,00;"0,00";"0,00"
;;;1675700;1,00;14,00;15,00
;;;1676758;1,00;22,00;24,00
;;;1679062;1,00;12,00;14,00
;;;1680740;1,00;12,00;13,00
;;;1681443;1,00;12,00;13,00
;;;1682006;1,00;9,00;10,00
;;;1682077;1,00;9,00;10,00
;;;1682265;1,00;15,00;17,00
;;;1684351;1,00;7,00;8,00
;;;1684825;1,00;12,00;13,00
;;;1685018;1,00;15,00;17,00
;;;1685025;1,00;"0,00";"0,00"
;;;1685071;1,00;9,00;10,00
;;;1685091;1,00;"0,00";"0,00"
;;;1685465;1,00;9,00;10,00
;;;1687721;1,00;9,00;10,00
;;;1689070;1,00;22,00;25,00
;;;1690405;1,00;"0,00";"0,00"
;;;1690553;1,00;8,00;9,00
;;;1693302;1,00;9,00;10,00
;;;1695434;1,00;22,00;24,00
;;;1696146;1,00;32,00;36,00
;;;1696185;1,00;9,00;10,00
;;;1696425;1,00;11,00;12,00
;;;1697222;1,00;12,00;13,00
;;;1698719;2,00;11,00;12,00
;;;1701980;1,00;"0,00";"0,00"
;;;1702904;1,00;14,00;15,00
;;;1702905;1,00;14,00;15,00
;;;1705164;1,00;13,00;15,00
;;;1706782;1,00;13,00;15,00
;;;1707058;1,00;13,00;14,00
;;;1707190;1,00;14,00;16,00
;;;1707639;1,00;15,00;17,00
;;;1710232;1,00;11,00;12,00
;;;1710424;1,00;"0,00";"0,00"
;;;1710447;1,00;14,00;16,00
;;;1711481;1,00;23,00;25,00
;;;1713408;1,00;13,00;14,00
;;;1714573;1,00;"0,00";"0,00"
;;;1714577;1,00;18,00;20,00
;;;1715174;1,00;"0,00";"0,00"
;;;1718027;1,00;9,00;10,00
;;;1718064;1,00;8,00;9,00
;;;1719541;1,00;"0,00";"0,00"
;;;1719842;1,00;9,00;10,00
;;;1720248;1,00;14,00;15,00
;;;1720664;1,00;"0,00";"0,00"
;;;1722707;1,00;9,00;10,00
;;;1723440;1,00;14,00;16,00
;;;1723441;1,00;14,00;16,00
;;;1724782;1,00;6,00;7,00
;;;1724825;1,00;6,00;7,00
;;;1727291;1,00;"0,00";"0,00"
;;;1727292;1,00;7,00;8,00
;;;1727298;1,00;13,00;14,00
;;;1727925;2,00;12,00;12,00
;;;1728845;1,00;18,00;20,00
;;;1730547;1,00;14,00;16,00
;;;1730673;1,00;22,00;25,00
;;;1732586;1,00;8,00;9,00
;;;1733066;1,00;13,00;14,00
;;;1733067;1,00;13,00;14,00
;;;1733166;1,00;10,00;11,00
;;;1733338;1,00;"0,00";"0,00"
;;;1733641;1,00;15,00;17,00
;;;1733827;1,00;22,00;24,00
;;;1733897;1,00;11,00;12,00
;;;1734588;1,00;"0,00";"0,00"
;;;1734768;1,00;"0,00";"0,00"
;;;1735975;1,00;21,00;23,00
;;;1738227;1,00;8,00;8,00
;;;1739237;1,00;14,00;15,00
;;;1739614;1,00;8,00;9,00
;;;1741307;1,00;14,00;15,00
;;;1741392;1,00;6,00;13,00
;;;1741397;1,00;9,00;10,00
;;;1744999;2,00;14,00;16,00
;;;1745412;1,00;13,00;14,00
;;;1745602;1,00;18,00;20,00
;;;1746102;1,00;13,00;14,00
;;;1752139;1,00;13,00;14,00
;;;1753323;1,00;"0,00";"0,00"
;;;1754262;1,00;8,00;9,00
;;;1754927;1,00;"0,00";"0,00"
;;;1755902;1,00;14,00;16,00
;;;1756528;1,00;18,00;20,00
;;;1757538;1,00;9,00;10,00
;;;1757542;1,00;11,00;12,00
;;;1757544;1,00;9,00;10,00
;;;1757912;1,00;9,00;10,00
;;;1760809;1,00;15,00;17,00
;;;1760901;1,00;13,00;14,00
;;;1761152;1,00;11,00;12,00
;;;1763191;1,00;11,00;12,00
;;;1765517;1,00;22,00;25,00
;;;1765601;1,00;15,00;17,00
;;;1766445;1,00;17,00;19,00
;;;1766804;1,00;13,00;14,00
;;;1767572;1,00;12,00;13,00
;;;1768198;1,00;11,00;12,00
;;;1768870;1,00;13,00;15,00
;;;1769294;2,00;11,00;12,00
;;;1770176;1,00;14,00;15,00
;;;1770474;1,00;18,00;20,00
;;;1770842;1,00;18,00;20,00
;;;1772199;1,00;11,00;12,00
;;;1772412;1,00;22,00;24,00
;;;1772456;1,00;7,00;8,00
;;;1772475;1,00;18,00;20,00
;;;1772501;1,00;"0,00";"0,00"
;;;1772567;1,00;14,00;16,00
;;;1772842;1,00;18,00;20,00
;;;1773404;1,00;13,00;14,00
;;;1774993;1,00;13,00;14,00
;;;1775395;1,00;13,00;13,00
;;;1777165;1,00;17,00;19,00
;;;1777410;1,00;16,00;18,00
;;;1777807;1,00;6,00;7,00
;;;1777936;1,00;13,00;14,00
;;;1778766;1,00;"0,00";"0,00"
;;;1778948;1,00;18,00;20,00
;;;1778951;1,00;18,00;20,00
;;;1778952;1,00;18,00;20,00
;;;1778953;1,00;18,00;20,00
;;;1779017;1,00;13,00;14,00
;;;1779063;1,00;"0,00";"0,00"
;;;1779103;1,00;18,00;20,00
;;;1779125;1,00;14,00;15,00
;;;1779126;1,00;13,00;15,00
;;;1779143;1,00;14,00;15,00
;;;1779152;1,00;13,00;14,00
;;;1780027;1,00;20,00;22,00
;;;1780364;1,00;13,00;14,00
;;;1780609;1,00;18,00;20,00
;;;1780622;1,00;11,00;12,00
;;;1782240;1,00;13,00;14,00
;;;1782285;1,00;9,00;10,00
;;;1782609;2,00;36,00;40,00
;;;1782930;1,00;22,00;22,00
;;;1783229;1,00;13,00;14,00
;;;1783621;1,00;13,00;15,00
;;;1783760;1,00;9,00;10,00
;;;1784736;1,00;36,00;40,00
;;;1785000;1,00;12,00;13,00
;;;1789735;1,00;14,00;16,00
;;;1790084;1,00;11,00;12,00
;;;1790477;1,00;8,00;8,00
;;;1793896;1,00;"0,00";"0,00"
;;;1794092;1,00;20,00;22,00
;;;1794093;1,00;12,00;13,00
;;;1794094;1,00;11,00;12,00
;;;1794171;1,00;9,00;10,00
;;;1794346;1,00;"0,00";"0,00"
;;;1794867;1,00;8,00;9,00
;;;1796073;1,00;13,00;14,00
;;;1799172;1,00;12,00;13,00
;;;1799529;1,00;14,00;15,00
;;;1800713;1,00;13,00;15,00
;;;1800802;1,00;12,00;13,00
;;;1800804;1,00;12,00;13,00
;;;1801260;1,00;18,00;20,00
;;;1801857;1,00;9,00;10,00
;;;1802584;1,00;13,00;14,00
;;;1802848;1,00;10,00;11,00
;;;1802901;1,00;12,00;13,00
;;;1803250;2,00;26,00;30,00
;;;1803749;1,00;16,00;18,00
;;;1804205;1,00;11,00;12,00
;;;1804207;1,00;11,00;12,00
;;;1804350;1,00;"0,00";"0,00"
;;;1806095;1,00;13,00;15,00
;;;1807206;1,00;9,00;10,00
;;;1807214;1,00;9,00;10,00
;;;1807690;1,00;13,00;15,00
;;;1807931;1,00;9,00;10,00
;;;1807947;1,00;9,00;10,00
;;;1808255;1,00;16,00;15,00
;;;1808257;1,00;14,00;15,00
;;;1808533;1,00;14,00;16,00
;;;1808711;1,00;11,00;12,00
;;;1808775;2,00;18,00;20,00
;;;1808776;1,00;14,00;15,00
;;;1810270;1,00;11,00;12,00
;;;1810326;1,00;12,00;13,00
;;;1810341;1,00;9,00;10,00
;;;1811319;1,00;11,00;12,00
;;;1811545;1,00;9,00;8,00
;;;1811905;1,00;8,00;9,00
;;;1811906;1,00;11,00;12,00
;;;1812342;1,00;18,00;20,00
;;;1812990;1,00;14,00;16,00
;;;1813820;1,00;12,00;13,00
;;;1813927;1,00;14,00;16,00
;;;1815688;1,00;11,00;12,00
;;;1815691;1,00;9,00;10,00
;;;1815693;1,00;11,00;12,00
;;;1815721;1,00;"0,00";"0,00"
;;;1815897;1,00;15,00;17,00
;;;1816487;1,00;14,00;16,00
;;;1816494;1,00;7,00;8,00
;;;1816675;1,00;20,00;22,00
;;;1816950;1,00;16,00;13,00
;;;1816995;1,00;"0,00";"0,00"
;;;1818024;1,00;8,00;9,00
;;;1818431;1,00;13,00;15,00
;;;1818946;1,00;14,00;16,00
;;;1819110;1,00;11,00;12,00
;;;1819353;1,00;9,00;9,00
;;;1819483;1,00;22,00;24,00
;;;1820440;1,00;"0,00";"0,00"
;;;1820673;1,00;11,00;10,00
;;;1821100;1,00;9,00;10,00
;;;1821213;1,00;14,00;15,00
;;;1821255;1,00;13,00;14,00
;;;1821816;1,00;9,00;10,00
;;;1823109;1,00;7,00;8,00
;;;1823136;1,00;9,00;10,00
;;;1823502;1,00;16,00;18,00
;;;1824057;1,00;9,00;10,00
;;;1824910;1,00;14,00;16,00
;;;1824918;1,00;13,00;13,00
;;;1825273;1,00;11,00;12,00
;;;1826208;1,00;13,00;14,00
;;;1826209;1,00;16,00;16,00
;;;1826719;1,00;"0,00";"0,00"
;;;1827355;1,00;13,00;14,00
;;;1827751;1,00;13,00;15,00
;;;1828214;1,00;11,00;12,00
;;;1828545;1,00;9,00;10,00
;;;1828546;1,00;9,00;10,00
;;;1828547;1,00;9,00;10,00
;;;1828548;1,00;9,00;10,00
;;;1828603;1,00;15,00;17,00
;;;1829718;1,00;9,00;10,00
;;;1830361;2,00;12,00;14,00
;;;1830584;1,00;13,00;15,00
;;;1831110;1,00;13,00;14,00
;;;1831133;1,00;13,00;14,00
;;;1831134;1,00;9,00;10,00
;;;1831205;1,00;11,00;12,00
;;;1831210;1,00;8,00;9,00
;;;1831292;1,00;14,00;15,00
;;;1834293;1,00;18,00;20,00
;;;1835150;1,00;14,00;15,00
;;;1835162;1,00;14,00;16,00
;;;1835176;1,00;20,00;22,00
;;;1836117;1,00;11,00;20,00
;;;1836122;1,00;14,00;15,00
;;;1836328;1,00;9,00;10,00
;;;1836408;1,00;13,00;15,00
;;;1838094;1,00;18,00;20,00
;;;1838113;1,00;"0,00";"0,00"
;;;1838135;1,00;14,00;15,00
;;;1838288;1,00;18,00;20,00
;;;1838437;1,00;14,00;15,00
;;;1838455;1,00;9,00;10,00
;;;1838484;1,00;12,00;13,00
;;;1838638;1,00;12,00;13,00
;;;1838842;1,00;9,00;8,00
;;;1839122;1,00;8,00;9,00
;;;1840828;1,00;13,00;14,00
;;;1841713;1,00;7,00;8,00
;;;1842864;1,00;12,00;13,00
;;;1843017;1,00;13,00;14,00
;;;1843035;1,00;8,00;9,00
;;;1850398;1,00;8,00;9,00
;;;1852246;2,00;26,00;30,00
;;;1852342;2,00;24,00;26,00
;;;1852689;1,00;12,00;13,00
;;;1852963;1,00;15,00;17,00
;;;1854192;1,00;12,00;13,00
;;;1854705;1,00;22,00;24,00
;;;1854846;1,00;9,00;10,00
;;;1854925;1,00;14,00;16,00
;;;1855044;2,00;26,00;30,00
;;;1856275;1,00;12,00;13,00
;;;1856511;1,00;14,00;15,00
;;;1857007;1,00;13,00;15,00
;;;1857078;1,00;"0,00";"0,00"
;;;1857379;1,00;11,00;12,00
;;;1857380;1,00;14,00;15,00
;;;1857426;1,00;14,00;15,00
;;;1858012;1,00;11,00;12,00
;;;1858187;1,00;15,00;17,00
;;;1858189;1,00;13,00;14,00
;;;1858196;1,00;13,00;14,00
;;;1858216;1,00;14,00;16,00
;;;1858344;1,00;15,00;16,00
;;;1858347;1,00;12,00;13,00
;;;1859588;1,00;12,00;13,00
;;;1859785;1,00;14,00;15,00
;;;1860112;1,00;12,00;13,00
;;;1860199;1,00;27,00;30,00
;;;1860219;1,00;9,00;10,00
;;;1860451;1,00;15,00;17,00
;;;1860503;1,00;"0,00";"0,00"
;;;1862192;1,00;9,00;10,00
;;;1862195;1,00;13,00;14,00
;;;1862428;1,00;11,00;12,00
;;;1862529;1,00;13,00;14,00
;;;1862558;1,00;14,00;15,00
;;;1862559;1,00;14,00;15,00
;;;1862679;1,00;"0,00";"0,00"
;;;1862802;1,00;16,00;18,00
;;;1862804;1,00;9,00;10,00
;;;1862864;1,00;14,00;15,00
;;;1862902;1,00;20,00;22,00
;;;1863418;1,00;9,00;10,00
;;;1863771;1,00;11,00;12,00
;;;1864160;1,00;23,00;18,00
;;;1864643;1,00;9,00;10,00
;;;1865613;1,00;16,00;18,00
;;;1866031;1,00;13,00;15,00
;;;1867592;1,00;14,00;15,00
;;;1867642;1,00;12,00;13,00
;;;1867658;1,00;12,00;13,00
;;;1867689;1,00;14,00;16,00
;;;1867726;1,00;9,00;10,00
;;;1868120;1,00;8,00;9,00
;;;1868126;1,00;15,00;17,00
;;;1868567;1,00;12,00;13,00
;;;1868736;1,00;16,00;18,00
;;;1868743;1,00;16,00;18,00
;;;1868770;1,00;11,00;12,00
;;;1868909;1,00;32,00;36,00
;;;1868912;1,00;12,00;13,00
;;;1869570;1,00;13,00;15,00
;;;1870499;1,00;13,00;14,00
;;;1870536;1,00;14,00;16,00
;;;1870570;1,00;"0,00";"0,00"
;;;1870909;1,00;11,00;12,00
;;;1871167;2,00;26,00;30,00
;;;1871371;1,00;14,00;16,00
;;;1871377;1,00;10,00;11,00
;;;1871388;1,00;14,00;16,00
;;;1871393;1,00;13,00;15,00
;;;1871394;1,00;14,00;15,00
;;;1871431;1,00;11,00;12,00
;;;1871691;1,00;14,00;16,00
;;;1873219;1,00;9,00;10,00
;;;1874188;1,00;13,00;14,00
;;;1875140;1,00;16,00;18,00
;;;1875267;1,00;18,00;20,00
;;;1875327;1,00;"0,00";"0,00"
;;;1875399;1,00;8,00;9,00
;;;1875964;1,00;14,00;15,00
;;;1876106;1,00;14,00;16,00
;;;1876216;1,00;15,00;17,00
;;;1876276;1,00;9,00;10,00
;;;1876721;1,00;20,00;22,00
;;;1877821;1,00;"0,00";"0,00"
;;;1878073;1,00;"0,00";"0,00"
;;;1878731;1,00;11,00;12,00
;;;1879916;1,00;"0,00";"0,00"
;;;1879937;1,00;14,00;16,00
;;;1879961;1,00;8,00;9,00
;;;1879983;1,00;14,00;15,00
;;;1880028;1,00;13,00;14,00
;;;1880075;1,00;22,00;25,00
;;;1880124;1,00;9,00;10,00
;;;1880142;1,00;7,00;8,00
;;;1880478;1,00;13,00;14,00
;;;1881876;1,00;9,00;10,00
;;;1881892;1,00;9,00;8,00
;;;1881986;1,00;9,00;7,00
;;;1882096;2,00;42,00;44,00
;;;1882279;1,00;14,00;15,00
;;;1882349;1,00;9,00;10,00
;;;1882362;1,00;13,00;14,00
;;;1882373;1,00;20,00;13,00
;;;1882452;1,00;11,00;12,00
;;;1882455;2,00;22,00;24,00
;;;1882462;1,00;17,00;19,00
;;;1882705;1,00;25,00;25,00
;;;1882722;1,00;20,00;22,00
;;;1883059;1,00;14,00;16,00
;;;1883355;2,00;18,00;20,00
;;;1883372;1,00;12,00;13,00
;;;1883400;2,00;10,00;10,00
;;;1883422;1,00;14,00;15,00
;;;1883424;1,00;18,00;20,00
;;;1883435;1,00;11,00;12,00
;;;1883461;1,00;14,00;15,00
;;;1883476;1,00;12,00;13,00
;;;1883832;1,00;"0,00";"0,00"
;;;1884075;1,00;18,00;20,00
;;;1884288;2,00;16,00;18,00
;;;1884320;1,00;15,00;17,00
;;;1884434;1,00;12,00;13,00
;;;1885026;1,00;9,00;10,00
;;;1885030;1,00;10,00;11,00
;;;1885044;2,00;20,00;24,00
;;;1885160;1,00;11,00;12,00
;;;1885163;1,00;"0,00";"0,00"
;;;1885252;1,00;8,00;9,00
;;;1885256;1,00;8,00;9,00
;;;1885600;2,00;16,00;18,00
;;;1885602;1,00;8,00;9,00
;;;1885645;1,00;13,00;14,00
;;;1885935;1,00;9,00;10,00
;;;1886019;1,00;15,00;17,00
;;;1886508;1,00;15,00;17,00
;;;1886654;2,00;14,00;16,00
;;;1886655;2,00;14,00;16,00
;;;1886763;1,00;12,00;13,00
;;;1886771;1,00;13,00;14,00
;;;1886879;1,00;13,00;14,00
;;;1886882;2,00;26,00;26,00
;;;1887063;1,00;18,00;20,00
;;;1887136;1,00;14,00;16,00
;;;1887181;1,00;21,00;23,00
;;;1887252;1,00;15,00;17,00
;;;1888029;1,00;15,00;17,00
;;;1888568;1,00;11,00;12,00
;;;1888581;1,00;20,00;20,00
;;;1889427;1,00;7,00;8,00
;;;1889470;1,00;"0,00";"0,00"
;;;1889667;1,00;23,00;26,00
;;;1889751;1,00;23,00;23,00
;;;1889758;2,00;20,00;22,00
;;;1889760;1,00;16,00;18,00
;;;1889790;1,00;14,00;16,00
;;;1889806;1,00;14,00;16,00
;;;1889839;2,00;18,00;20,00
;;;1889852;1,00;7,00;8,00
;;;1889854;1,00;14,00;15,00
;;;1889891;1,00;14,00;15,00
;;;1889895;1,00;13,00;14,00
;;;1889911;1,00;12,00;13,00
;;;1889927;1,00;7,00;8,00
;;;1889928;1,00;7,00;8,00
;;;1889933;1,00;6,00;7,00
;;;1889935;2,00;24,00;26,00
;;;1889939;1,00;12,00;13,00
;;;1889941;1,00;20,00;22,00
;;;1890000;1,00;13,00;14,00
;;;1890076;1,00;12,00;13,00
;;;1890083;1,00;16,00;19,00
;;;1890113;1,00;17,00;16,00
;;;1890134;1,00;8,00;10,00
;;;1890135;1,00;8,00;10,00
;;;1890166;1,00;8,00;9,00
;;;1890283;1,00;8,00;9,00
;;;1890285;1,00;8,00;9,00
;;;1890400;1,00;18,00;20,00
;;;1890677;1,00;13,00;15,00
;;;1890680;1,00;11,00;12,00
;;;1890684;1,00;14,00;15,00
;;;1890717;1,00;13,00;15,00
;;;1890802;1,00;13,00;15,00
;;;1890805;1,00;18,00;20,00
;;;1890807;1,00;11,00;10,00
;;;1890812;1,00;13,00;14,00
;;;1890824;1,00;12,00;13,00
;;;1891015;1,00;18,00;20,00
;;;1891315;2,00;36,00;40,00
;;;1891357;1,00;14,00;16,00
;;;1891372;1,00;13,00;14,00
;;;1891392;2,00;12,00;14,00
;;;1892136;2,00;36,00;40,00
;;;1892138;1,00;18,00;20,00
;;;1892165;1,00;20,00;22,00
;;;1892174;2,00;36,00;40,00
;;;1892175;1,00;12,00;12,00
;;;1893247;1,00;12,00;13,00
;;;1893264;1,00;13,00;14,00
;;;1893281;1,00;22,00;25,00
;;;1893304;1,00;13,00;14,00
;;;1893325;1,00;16,00;18,00
;;;1893368;1,00;13,00;14,00
;;;1893370;1,00;17,00;19,00
;;;1893371;1,00;14,00;16,00
;;;1893376;1,00;18,00;20,00
;;;1893539;1,00;8,00;7,00
;;;1893680;1,00;9,00;10,00
;;;1893797;1,00;9,00;10,00
;;;1893814;1,00;22,00;24,00
;;;1893929;1,00;11,00;12,00
;;;1893930;1,00;7,00;8,00
;;;1894074;1,00;16,00;16,00
;;;1894252;1,00;14,00;16,00
;;;1894253;1,00;14,00;15,00
;;;1894281;1,00;12,00;13,00
;;;1894443;2,00;16,00;18,00
;;;1894445;2,00;16,00;18,00
;;;1894448;1,00;14,00;15,00
;;;1894859;1,00;16,00;18,00
;;;1894897;1,00;15,00;17,00
;;;1895008;1,00;8,00;9,00
;;;1895026;2,00;20,00;22,00
;;;1895027;2,00;20,00;22,00
;;;1895132;1,00;18,00;20,00
;;;1895134;2,00;32,00;36,00
;;;1895145;1,00;29,00;28,00
;;;1895212;2,00;28,00;28,00
;;;1895395;1,00;"0,00";"0,00"
;;;1895440;2,00;"0,00";"0,00"
;;;1895495;1,00;11,00;12,00
;;;1895626;1,00;14,00;15,00
;;;1895739;2,00;26,00;28,00
;;;1895750;1,00;16,00;18,00
;;;1895757;1,00;7,00;8,00
;;;1895804;1,00;8,00;9,00
;;;1895807;2,00;16,00;18,00
;;;1895844;1,00;13,00;14,00
;;;1895940;1,00;14,00;15,00
;;;1896003;1,00;21,00;23,00
;;;1896194;1,00;9,00;10,00
;;;1896195;2,00;22,00;24,00
;;;1896217;1,00;9,00;9,00
;;;1896218;1,00;18,00;20,00
;;;1896263;1,00;13,00;14,00
;;;1896355;1,00;13,00;15,00
;;;1896401;1,00;13,00;14,00
;;;1896403;1,00;14,00;15,00
;;;1896404;1,00;8,00;9,00
;;;1896500;1,00;9,00;10,00
;;;1896505;2,00;44,00;48,00
;;;1896507;1,00;16,00;18,00
;;;1896551;3,00;48,00;54,00
;;;1896553;1,00;16,00;18,00
;;;1896559;1,00;15,00;17,00
;;;1896561;1,00;25,00;28,00
;;;1896585;1,00;14,00;15,00
;;;1896587;2,00;28,00;30,00
;;;1896601;1,00;13,00;14,00
;;;1896604;1,00;12,00;13,00
;;;1896607;1,00;9,00;10,00
;;;1896619;1,00;23,00;26,00
;;;1896641;1,00;11,00;12,00
;;;1897045;1,00;16,00;18,00
;;;1897104;1,00;20,00;22,00
;;;1897155;1,00;9,00;7,00
;;;1897159;1,00;12,00;13,00
;;;1897164;1,00;16,00;18,00
;;;1897168;1,00;13,00;15,00
;;;1897171;1,00;13,00;14,00
;;;1897213;1,00;9,00;7,00
;;;1897214;1,00;9,00;7,00
;;;1897319;1,00;18,00;20,00
;;;1897363;1,00;11,00;10,00
;;;1897364;1,00;11,00;12,00
;;;1897366;1,00;11,00;12,00
;;;1897923;1,00;11,00;12,00
;;;1897942;1,00;10,00;9,00
;;;1897948;1,00;11,00;12,00
;;;1897959;1,00;7,00;8,00
;;;1897960;1,00;14,00;16,00
;;;1897965;1,00;18,00;20,00
;;;1897974;1,00;9,00;8,00
;;;1897981;1,00;9,00;7,00
;;;1898000;1,00;9,00;7,00
;;;1898012;1,00;14,00;16,00
;;;1898033;1,00;9,00;8,00
;;;1898055;1,00;8,00;9,00
;;;1898236;1,00;15,00;17,00
;;;1898263;1,00;11,00;12,00
;;;1898367;1,00;16,00;18,00
;;;1898368;1,00;20,00;22,00
;;;1898369;1,00;14,00;16,00
;;;1898418;1,00;14,00;16,00
;;;1898495;1,00;20,00;22,00
;;;1898499;1,00;14,00;15,00
;;;1898500;1,00;8,00;9,00
;;;1898502;1,00;8,00;9,00
;;;1898563;1,00;15,00;17,00
;;;1898564;1,00;13,00;15,00
;;;1898637;2,00;"0,00";"0,00"
;;;1898661;1,00;16,00;18,00
;;;1898672;1,00;13,00;14,00
;;;1898692;1,00;22,00;25,00
;;;1898763;1,00;"0,00";"0,00"
;;;1898798;1,00;13,00;15,00
;;;1898805;1,00;14,00;15,00
;;;1898817;1,00;11,00;12,00
;;;1898820;1,00;12,00;13,00
;;;1898848;1,00;11,00;13,00
;;;1898860;1,00;14,00;15,00
;;;1898865;1,00;14,00;15,00
;;;1898866;1,00;13,00;14,00
;;;1898867;1,00;16,00;18,00
;;;1898892;1,00;14,00;15,00
;;;1898895;1,00;14,00;15,00
;;;1898897;1,00;14,00;15,00
;;;1898910;1,00;14,00;16,00
;;;1899226;1,00;13,00;14,00
;;;1899277;1,00;28,00;28,00
;;;1899351;1,00;11,00;12,00
;;;1899392;1,00;18,00;20,00
;;;1899410;1,00;29,00;30,00
;;;1899420;1,00;13,00;14,00
